company_name,position_name,salary,city,work_years,education,advantage,desc,mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海万科技,java工程师,10k-20k,上海,3-5年,大专,"体检,旅游,年终奖,过节费",https://www.lagou.com/jobs/5825900.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海砾阳,java开发工程师,10k-20k,上海,3-5年,本科,福利待遇好,https://www.lagou.com/jobs/5826748.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
惠金所,Java开发工程师,20k-35k,北京,3-5年,本科,"弹性工作制,领导很nice,福利多多",https://www.lagou.com/jobs/5829179.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
东万科技,Java开发工程师,8k-15k,深圳,3-5年,本科,适合希望与公司一同成长的初级/资深从业者,https://www.lagou.com/jobs/5826926.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青木科技,JAVA开发工程师,10k-15k,广州,3-5年,大专,"五险一金,年终奖金,发展空间大,领导好",https://www.lagou.com/jobs/5824582.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
华途股份,java后端,15k-19k,杭州,3-5年,本科,大牛带队,https://www.lagou.com/jobs/5829740.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
网易,java开发工程师,15k-25k,广州,1-3年,本科,"福利待遇,发展前景,大平台",https://www.lagou.com/jobs/5826970.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仟吉集团总部,java开发工程师,8k-13k,武汉,3-5年,本科,"入职五险一金,下午茶,年终奖",https://www.lagou.com/jobs/5824680.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
深圳市龙创软件有限公司,java开发工程师,13k-18k,深圳,5-10年,大专,"氛围好,充满活力的团队,深大北门",https://www.lagou.com/jobs/5825812.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海宣臻,java开发工程师,8k-12k,上海,3-5年,本科,"团建旅游,年度奖金,地铁周边,不打卡",https://www.lagou.com/jobs/5821877.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海易宝软件有限公司广州分公司,java开发,6k-9k,广州,1-3年,本科,"项目奖金,五险一金,免费体检,周末双休",https://www.lagou.com/jobs/5822868.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巴乐兔,JAVA工程师,12k-24k,上海,3-5年,本科,"空间大,平台大,领导好,福利好",https://www.lagou.com/jobs/5820083.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙彩科技,java,15k-30k,上海,3-5年,本科,"薪资高,活少,帅哥美女",https://www.lagou.com/jobs/5819481.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
亚创,Java工程师,20k-40k,北京,5-10年,学历不限,"六险一金,早餐,国际化平台",https://www.lagou.com/jobs/5827837.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美摄,Java开发工程师,15k-20k,北京,1-3年,本科,"团建
项目奖金等",https://www.lagou.com/jobs/5827810.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九厚科技,java开发工程师,5k-9k,深圳,1-3年,大专,"弹性时间,使用最新技术,创业团队",https://www.lagou.com/jobs/5830211.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天津滨海迅腾科技集团,Java开发工程师,6k-9k,成都,1-3年,本科,入职后平均收入7000-9000元/月,https://www.lagou.com/jobs/5827624.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白兔网络,java开发工程师,10k-20k,广州,3-5年,大专,"五险一金,年假,双休",https://www.lagou.com/jobs/5825877.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白兔网络,java开发工程师,10k-20k,广州,3-5年,大专,"五险一金,年假,双休",https://www.lagou.com/jobs/5825877.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北辰德,java工程师,8k-15k,深圳,1-3年,本科,"发展前景,六险一金",https://www.lagou.com/jobs/5825111.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
聚龙股份,java开发工程师,8k-12k,北京,1-3年,大专,"五险一金,年假,氛围好",https://www.lagou.com/jobs/5824494.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿尔艾富,java开发工程师,9k-15k,深圳,3-5年,大专,"双休,五险一金,年终奖,旅游,生日会",https://www.lagou.com/jobs/5821843.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都华迈通信技术有限公司,java开发工程师,8k-14k,成都,1-3年,本科,"五险一金,餐饮补助,年终奖,定期体检",https://www.lagou.com/jobs/5825437.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河辰通讯,Java开发工程师,10k-14k,深圳,3-5年,大专,"工作氛围好,领导nice,薪资福利好",https://www.lagou.com/jobs/5824610.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThoughtWorks,java开发工程师,10k-20k,武汉,3-5年,本科,"国际化视野,发展空间",https://www.lagou.com/jobs/5549341.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
力太工业,JAVA开发工程师,8k-15k,杭州,1-3年,本科,"工业互联网,准独角兽企业,C轮,销售",https://www.lagou.com/jobs/5819086.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
亚信科技,java开发工程师,8k-15k,成都,3-5年,本科,大数据项目,https://www.lagou.com/jobs/5820620.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
猎达科技,java开发工程师,13k-18k,北京,3-5年,学历不限,五险一金,https://www.lagou.com/jobs/5825519.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九领科技,java开发工程师,8k-10k,成都,1-3年,本科,"五险一金,年终奖,年假,领导nice",https://www.lagou.com/jobs/5821021.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小益科技,Java开发工程师,7k-12k,成都,3-5年,大专,"餐饮福利,节日福利,生日福利,健康体检",https://www.lagou.com/jobs/5820584.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工业互联网创新中心,java开发工程师,12k-24k,上海,3-5年,学历不限,"提升能力,不做重复低水平循环",https://www.lagou.com/jobs/5819829.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玖卓医疗,java开发工程师,10k-20k,武汉,1-3年,大专,联想外包岗位,https://www.lagou.com/jobs/5819971.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卉曼科技,Java开发工程师,10k-15k,上海,3-5年,学历不限,"公司规模大,平台好,技术氛围浓厚",https://www.lagou.com/jobs/5820752.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
泽金金服,Java工程师（合肥）,8k-13k,合肥,3-5年,本科,"弹性工作制,七险一金,员工福利,活动丰富",https://www.lagou.com/jobs/5604751.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汇付,java开发工程师,16k-25k,上海,3-5年,本科,"领导好,绩效,环境好,氛围好",https://www.lagou.com/jobs/4908562.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
招商银行信用卡中心,Java开发工程师（O2O）,20k-35k,上海,3-5年,本科,"赋能文化,年终奖,大牛",https://www.lagou.com/jobs/4873958.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
活跃网络,Java开发工程师,10k-20k,成都,3-5年,本科,"国际化平台,弹性工作,年假多",https://www.lagou.com/jobs/5512606.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
凤凰网,java工程师,30k-45k,北京,3-5年,本科,"团队扁平化,股票期权,上市公司",https://www.lagou.com/jobs/5659376.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
达达-京东到家,Java工程师,20k-35k,上海,3-5年,本科,"风口平台,技术驱动,系统重构",https://www.lagou.com/jobs/3183990.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明动软件,Java开发工程师,10k-20k,广州,3-5年,本科,"周末双休,时间稳定,午餐补贴,五险一金",https://www.lagou.com/jobs/3859972.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收钱吧,java开发工程师（苏州研发中心）,15k-30k,苏州,1-3年,本科,"平台大,牛人多,福利好",https://www.lagou.com/jobs/5571669.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自如网,java工程师,18k-36k,北京,5-10年,本科,发展空间,https://www.lagou.com/jobs/5193489.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
欢聚时代（YY Inc）,Java开发工程师,10k-20k,广州,3-5年,本科,"平台大,福利多",https://www.lagou.com/jobs/5094370.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商汤科技,Java开发工程师,20k-40k,深圳,5-10年,本科,"绩效奖金,弹性工作,人工智能",https://www.lagou.com/jobs/5575436.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百信银行,JAVA开发工程师,20k-40k,北京,3-5年,本科,"福利待遇好,公司发展快,团队专业",https://www.lagou.com/jobs/5595248.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旷视MEGVII,JAVA工程师,18k-30k,北京,3-5年,本科,"发展空间大,行业独角兽,薪酬待遇好",https://www.lagou.com/jobs/5503595.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
还呗-智能信贷领先者,资深java开发工程师（基础架构）,25k-50k,上海,5-10年,本科,"移动金融,未来金矿,精英团队,助力成长！",https://www.lagou.com/jobs/5493023.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
荔枝,Java开发工程师,8k-16k,广州,1-3年,本科,"技术大牛多,薪酬福利好",https://www.lagou.com/jobs/4382581.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汇付,java开发工程师,12k-18k,上海,1-3年,本科,"领导好,绩效,环境好,氛围好",https://www.lagou.com/jobs/4908493.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
泽金金服,Java工程师,10k-20k,深圳,3-5年,本科,"弹性工作制,七险一金,活动丰富,节日福利",https://www.lagou.com/jobs/2830826.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
达达-京东到家,Java,15k-30k,上海,不限,本科,"处在风口的发展平台,牛逼的团队",https://www.lagou.com/jobs/953231.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
凤凰网,Java工程师,15k-22k,北京,3-5年,本科,"上市公司,管理扁平,上升空间大",https://www.lagou.com/jobs/5697195.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收钱吧,Java开发工程师,15k-30k,上海,3-5年,本科,"扁平管理,不加班,年度体检",https://www.lagou.com/jobs/4395584.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自如网,java,15k-25k,北京,3-5年,本科,"六险一金,租房补贴,奖金丰厚",https://www.lagou.com/jobs/5260475.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
欢聚时代（YY Inc）,java开发工程师 (MJ001625),15k-30k,广州,3-5年,本科,"福利多,平台大",https://www.lagou.com/jobs/5565604.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百信银行,Java开发工程师,20k-40k,北京,3-5年,本科,"福利待遇,发展前景",https://www.lagou.com/jobs/5496000.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
还呗-智能信贷领先者,资深java开发工程师,25k-50k,上海,5-10年,本科,"移动金融,未来金矿,精英团队,助力成长",https://www.lagou.com/jobs/5489886.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陆金所,25210H-Java开发工程师,13k-26k,深圳,3-5年,本科,"五险一金,节日福利,带薪年假",https://www.lagou.com/jobs/5488507.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
招商银行信用卡中心,java高级工程师,30k-50k,上海,5-10年,本科,"职位晋升,福利待遇好,工作氛围好",https://www.lagou.com/jobs/3544094.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旷视MEGVII,Java工程师,20k-40k,北京,5-10年,本科,"大牛,极客,黑科技,人工智能",https://www.lagou.com/jobs/3910321.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商汤科技,Java开发工程师,15k-25k,上海,1-3年,本科,"大牛云集,扁平管理,带薪年假",https://www.lagou.com/jobs/5583233.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿里巴巴-高德,Java工程师(服务端),20k-40k,北京,3-5年,本科,"大平台,待遇好,空间大",https://www.lagou.com/jobs/5210167.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUE,Java开发工程师,20k-30k,深圳,3-5年,本科,"技术影响商业,大牛云集",https://www.lagou.com/jobs/5333563.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
达达-京东到家,Java,20k-35k,上海,3-5年,本科,"处在风口的发展平台,牛逼的团队",https://www.lagou.com/jobs/5305138.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收钱吧,Java开发工程师（平台开发）,15k-30k,上海,3-5年,本科,"平台大,福利好,牛人多,晋升机会",https://www.lagou.com/jobs/5319658.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汇付,java工程师-北京,30k-40k,北京,5-10年,本科,"技术氛围好,工作环境好,福利多",https://www.lagou.com/jobs/5624481.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自如网,JAVA开发工程师（服务）,10k-20k,北京,1-3年,本科,"上升快,牛人多,工作有趣,领导好,租房7.5折",https://www.lagou.com/jobs/4931088.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
欢聚时代（YY Inc）,JAVA开发工程师 (MJ000969),15k-30k,广州,3-5年,本科,"平台大,福利多",https://www.lagou.com/jobs/4682857.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
泽金金服,高级Java工程师,15k-25k,深圳,5-10年,本科,"弹性工作制,七险一金,员工福利多,员工活动",https://www.lagou.com/jobs/3033084.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百信银行,Java开发工程师,20k-40k,北京,3-5年,本科,"福利待遇,发展前景",https://www.lagou.com/jobs/5472684.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
还呗-智能信贷领先者,java资深工程师/技术专家,25k-50k,上海,5-10年,本科,"精英团队,助力成长",https://www.lagou.com/jobs/5567255.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西南凯亚,Java开发工程师,8k-16k,成都,不限,本科,"国企,五险一金,带薪休假,没有996",https://www.lagou.com/jobs/5326706.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
凤凰网,高级java开发工程师,30k-45k,北京,3-5年,本科,"团队扁平化,股票期权,上市公司",https://www.lagou.com/jobs/5727614.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秒针系统,高级Java开发工程师,20k-35k,深圳,3-5年,本科,"福利待遇好,发展空间大",https://www.lagou.com/jobs/5608888.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOOM,高级Java开发工程师,16k-32k,杭州,3-5年,本科,"全球领先,股票期权,硅谷培训,周末双休",https://www.lagou.com/jobs/4212728.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商汤科技,高级java开发工程师,25k-50k,北京,5-10年,本科,"核心业务,高薪酬福利,技术大牛",https://www.lagou.com/jobs/5598755.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明动软件,高级Java开发工程师,10k-20k,广州,3-5年,本科,"五险一金,技术大牛,晋升",https://www.lagou.com/jobs/5251679.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
极光,高级Java开发工程师,15k-30k,深圳,3-5年,本科,"纳斯达克,大数据平台,弹性工作,工作餐等",https://www.lagou.com/jobs/2678428.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
达达-京东到家,Java（账户交易系统）,20k-35k,上海,3-5年,本科,"高并发,大数据量,账户金融",https://www.lagou.com/jobs/3183823.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收钱吧,java开发（开放平台）,20k-40k,上海,3-5年,本科,"平台大,福利好,牛人多,晋升机会,期权",https://www.lagou.com/jobs/5441221.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自如网,Java开发工程师,18k-35k,北京,5-10年,本科,"六险一金,晋升空间大",https://www.lagou.com/jobs/5268291.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汇付,资深java开发工程师,25k-40k,上海,5-10年,本科,"技术氛围好,工作环境好,福利多",https://www.lagou.com/jobs/5498951.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百信银行,Java开发工程师,15k-30k,北京,3-5年,本科,"百信银行,,专业团队,,扁平化",https://www.lagou.com/jobs/5388707.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
还呗-智能信贷领先者,java技术专家（基础架构方向）,25k-50k,上海,5-10年,本科,"氛围open,交通便利",https://www.lagou.com/jobs/5663152.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西南凯亚,中级Java工程师,7k-10k,成都,1-3年,本科,"行业前景,福利多多,完美平衡,发展空间",https://www.lagou.com/jobs/4161019.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
极光,资深Java工程师（金融类产品）,15k-30k,深圳,3-5年,本科,"纳斯达克上市,大数据平台,攻城狮氛围",https://www.lagou.com/jobs/3717510.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fordeal,资深Java开发工程师（杭州）,20k-40k,杭州,3-5年,本科,"发展空间大,管理扁平化,福利待遇全",https://www.lagou.com/jobs/5480001.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
呆萝卜,高级Java开发工程师,25k-40k,杭州,3-5年,本科,"新零售赛道,成熟商业模式",https://www.lagou.com/jobs/5532138.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿里巴巴-高德,高级Java开发工程师,25k-50k,北京,1-3年,本科,JAVA,https://www.lagou.com/jobs/5083748.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
挖财,Java高级开发工程师（MJ000753）,25k-35k,杭州,3-5年,本科,"弹性工作,公司平台,晋升空间",https://www.lagou.com/jobs/5028097.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
欢聚时代（YY Inc）,高级JAVA开发工程师 (MJ001...,20k-26k,珠海,3-5年,本科,"平台大,福利多",https://www.lagou.com/jobs/5323482.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秒针系统,高级java开发工程师,20k-35k,北京,5-10年,本科,"弹性工作,层级扁平,带薪年假,房补车补",https://www.lagou.com/jobs/5590686.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商汤科技,高级Java工程师,25k-45k,深圳,5-10年,本科,周末双休,https://www.lagou.com/jobs/5603978.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
达达-京东到家,Java（账户系统架构）,20k-35k,上海,3-5年,本科,"风口发展平台,技术产品驱动",https://www.lagou.com/jobs/3183953.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
还呗-智能信贷领先者,java技术专家（工程效率团队）,25k-50k,上海,5-10年,本科,"移动金融,未来金矿,精英团队,助力成长",https://www.lagou.com/jobs/5663064.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百信银行,资深Java开发工程师,25k-50k,北京,3-5年,本科,"福利待遇,发展前景",https://www.lagou.com/jobs/5496007.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
挖财,Java高级开发工程师（MJ000645）,25k-35k,上海,3-5年,本科,"弹性工作,公司平台,晋升空间",https://www.lagou.com/jobs/5028066.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西南凯亚,高级Java工程师,9k-15k,成都,3-5年,本科,"行业前景,餐饮补贴,完美平衡,发展空间",https://www.lagou.com/jobs/4160857.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紫川软件,JAVA开发工程师,9k-15k,深圳,3-5年,大专,"员工体检,周末双休,员工旅游",https://www.lagou.com/jobs/2751893.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
好未来,高级Java开发工程师,30k-50k,北京,5-10年,本科,前沿产品,https://www.lagou.com/jobs/5291677.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
活跃网络,高级java开发工程师,20k-25k,西安,5-10年,本科,"年假多,外企氛围,气氛活跃,环境好",https://www.lagou.com/jobs/5728033.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天宏迅联,JAVA开发工程师,10k-20k,重庆,3-5年,本科,"大咖云集,前沿技术,福利多多,产品前景广",https://www.lagou.com/jobs/4016680.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YIDATEC,java开发工程师,12k-18k,深圳,3-5年,大专,"双休,六险一金",https://www.lagou.com/jobs/5771381.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
武汉佰钧成技术有限公司,java开发工程师,12k-18k,深圳,3-5年,大专,"稳定,六险一金,技术大牛",https://www.lagou.com/jobs/5775390.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北京捷越联合,java开发工程师,20k-30k,北京,5-10年,本科,扁平化管理,https://www.lagou.com/jobs/5793190.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美莱集团,Java开发工程师,15k-25k,上海,3-5年,本科,"五险一金,带薪年假,节日福利,餐补",https://www.lagou.com/jobs/5487086.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百安居,Java工程师,8k-15k,武汉,3-5年,本科,"公司规模大,团队氛围好,薪酬福利优,技术大牛多",https://www.lagou.com/jobs/4081960.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金山云,java开发工程师,25k-50k,北京,3-5年,本科,"免费三餐,弹性工作制,免费班车",https://www.lagou.com/jobs/5727841.html,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
